Insertion sort,Selection sort,Bubble sort,Merge sort,Quick sort (improved),Counting sort,Heap sort,Radix sort
34.797128438949585,36.33897614479065,82.5087342262268,0.10372304916381836,0.10073065757751465,0.010970354080200195,0.16451430320739746,0.05784463882446289
34.289637088775635,34.91241097450256,81.46890497207642,0.10476303100585938,0.09968686103820801,0.012966394424438477,0.16654491424560547,0.05785369873046875
35.08600068092346,34.67798972129822,81.82983589172363,0.09973335266113281,0.10671591758728027,0.011966705322265625,0.1685497760772705,0.05680656433105469
42.76059603691101,42.05821752548218,100.52705383300781,0.13318657875061035,0.11434578895568848,0.01830267906188965,0.2209625244140625,0.07653021812438965
35.6188645362854,34.90007162094116,84.04911470413208,0.10068869590759277,0.0986940860748291,0.012965917587280273,0.16356253623962402,0.05585074424743652
35.669161319732666,36.11745262145996,94.95140862464905,0.11654782295227051,0.12075352668762207,0.012542486190795898,0.19205713272094727,0.06652188301086426
37.60199689865112,36.51098346710205,87.98626041412354,0.11841392517089844,0.11679649353027344,0.01243734359741211,0.18300652503967285,0.06595015525817871
41.53066158294678,37.12714958190918,85.15568900108337,0.10176968574523926,0.10866832733154297,0.013006210327148438,0.16651296615600586,0.058884382247924805
34.25884747505188,35.04079985618591,82.22817039489746,0.10068726539611816,0.10675716400146484,0.011967897415161133,0.16655611991882324,0.05684781074523926
34.75029635429382,35.465598344802856,84.90025401115417,0.10471844673156738,0.10177445411682129,0.013951539993286133,0.15754365921020508,0.05889010429382324
