Insertion sort,Selection sort,Bubble sort,Merge sort,Quick sort (improved),Counting sort,Heap sort,Radix sort
67.56342792510986,35.530454874038696,118.54041790962219,0.08282113075256348,0.49263978004455566,0.011012792587280273,0.15554165840148926,0.059056997299194336
68.98569798469543,35.77184581756592,120.33922266960144,0.08472752571105957,0.47672533988952637,0.012964963912963867,0.17253851890563965,0.05585122108459473
75.04632759094238,40.30870461463928,132.421875,0.09249067306518555,0.6014089584350586,0.025279998779296875,0.17836713790893555,0.07107257843017578
83.52281188964844,42.498541831970215,126.31847953796387,0.08178114891052246,0.5009889602661133,0.011969327926635742,0.15314030647277832,0.05290365219116211
68.73936796188354,35.702922105789185,126.04362535476685,0.07982945442199707,0.485701322555542,0.011968374252319336,0.15359115600585938,0.05487465858459473
74.38316941261292,37.31769824028015,121.59796643257141,0.08872103691101074,0.4909203052520752,0.01201009750366211,0.18645691871643066,0.058889150619506836
71.5488600730896,37.65614199638367,122.68109655380249,0.08377337455749512,0.4996192455291748,0.012967824935913086,0.1566152572631836,0.05980730056762695
69.90594172477722,36.3412721157074,121.2931478023529,0.07974600791931152,0.483748197555542,0.012953519821166992,0.15056324005126953,0.05884289741516113
68.68648624420166,35.92728781700134,119.91411805152893,0.08780741691589355,0.4826679229736328,0.013007164001464844,0.14760613441467285,0.05680537223815918
69.92276453971863,36.58032011985779,128.23973727226257,0.08182215690612793,0.4936811923980713,0.012923240661621094,0.1526334285736084,0.05784749984741211
